review,classification,prediction,match,source
I asked for the Thai Chilli Burrito with shrimp instead of the chicken.,neutral,neutral,True,dynasent_r1
Just drive around the side of the center that faces the opposite street.,neutral,neutral,True,dynasent_r1
This rude employee recommend us a game.,negative,negative,True,dynasent_r1
Thurman and Lewis are hilarious throughout .,positive,positive,True,sst_local
"By the time it was ready, our party had arrived, been seated and ordered.",neutral,neutral,True,dynasent_r1
... a polished and relatively sincere piece of escapism .,positive,positive,True,sst_local
Although restaurant inside is great my husband and I chose to eat outdoors to see the pedestrians and traffic.,positive,positive,True,dynasent_r1
... an agreeable time-wasting device -- but George Pal 's low-tech 1960 version still rules the epochs .,neutral,neutral,True,sst_local
So i scheduled an eye exam because i have been having headaches eye strains and dry eyes so figured it had to do with my glasses i have been wearing for the past 3-4 years.,neutral,neutral,True,dynasent_r1
hunter green cords with legs that are tapered,neutral,neutral,True,dynasent_r2
Luckily my friend is a bigger guy and I felt comfortable with him holding the back of my chair.,positive,positive,True,dynasent_r1
They should keep doing what they are doing.,positive,positive,True,dynasent_r2
Beer selection was a list containing two items and one of them being root beer.,negative,neutral,False,dynasent_r2
"When Perry fists a bull at the Moore Farm , it 's only a matter of time before he gets the upper hand in matters of the heart .",neutral,positive,False,sst_local
"Finally, after over 30 days of constant calling, my car was ""fixed"".",negative,negative,True,dynasent_r1
"Everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",positive,positive,True,sst_local
Has it ever been possible to say that Williams has truly inhabited a character ?,negative,neutral,False,sst_local
The subject of swinging still seems ripe for a documentary -- just not this one .,negative,negative,True,sst_local
Did  like me asking quesions.,neutral,positive,False,dynasent_r2
There are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,negative,negative,True,sst_local
We went there on Sunday around noon to grab some lunch.,neutral,neutral,True,dynasent_r1
An excellent romp that boasts both a heart and a mind .,positive,positive,True,sst_local
"Between those two sides, a salad and an entree, I could easily have called this my last supper and been happily content in life.",positive,positive,True,dynasent_r1
To imagine the life of Harry Potter as a martial arts adventure told by a lobotomized Woody Allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is Kung Pow : Enter the Fist .,negative,negative,True,sst_local
She got garlic bread and I got pancakes.,neutral,neutral,True,dynasent_r1
"The last one is more of an annoyance, but our management team is constantly shilling product for our residents.",negative,negative,True,dynasent_r1
"You would n't call The Good Girl a date movie -LRB- an anti-date movie is more like it -RRB- , but when it 's good , it 's good and horrid .",neutral,negative,False,sst_local
"The Pineville location has picked me up at this address without any issues in the past - I reserved a car, called them an hour or so before I wanted a pickup... clockwork.",positive,positive,True,dynasent_r1
"The soup, French onion, was the best part of the meal.",positive,positive,True,dynasent_r1
The movie 's biggest offense is its complete and utter lack of tension .,negative,negative,True,sst_local
The stew comes along with fries literately!,positive,positive,True,dynasent_r1
I got a salad from here and they said they could definitely deliver it.,neutral,neutral,True,dynasent_r2
No added shrimp on one of our dishes.,negative,negative,True,dynasent_r1
"It was extremely out of my way, but if I find myself back here I plan to stop in",positive,positive,True,dynasent_r2
My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,True,dynasent_r2
Imported from Japan.,neutral,neutral,True,dynasent_r1
I asked the girl behind the counter to fill the bun with custard cream.,neutral,neutral,True,dynasent_r1
"It dares to be a little different , and that shading is what makes it worthwhile .",positive,positive,True,sst_local
a compelling portrait of moral emptiness,positive,positive,True,sst_local
"Secondly if you have yet to try MOFONGO,  what the h-e double hockey sticks are you waiting for?",positive,positive,True,dynasent_r1
I am reviewing the dinner not the lunch.,neutral,neutral,True,dynasent_r1
A little too pat for its own good .,negative,negative,True,sst_local
The wings are terribad.,negative,negative,True,dynasent_r1
This is art paying homage to art .,positive,positive,True,sst_local
don't bring soap/shampoo/conditioner as we  use theirs.,neutral,neutral,True,dynasent_r2
"An amusing , breezily apolitical documentary about life on the campaign trail .",positive,positive,True,sst_local
A group of people came in after we ordered and got all of their specialty drinks looong before us.,negative,negative,True,dynasent_r1
"Occasionally funny and consistently odd , and it works reasonably well as a star vehicle for Zhao .",positive,positive,True,sst_local
But the aloo bhindi is what I was excited about the most and it tasted like soap,negative,negative,True,dynasent_r2
"The director , Steven Shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",positive,positive,True,sst_local
"Human Resources was a good , straightforward tale , but Time Out is better .",neutral,positive,False,sst_local
"He saw the 23 min & heard it, because i then put it on speaker.",neutral,neutral,True,dynasent_r1
"Cook it well, while you burn it up",neutral,negative,False,dynasent_r2
"I go a few days later, on Saturday, to pick up the suits.",neutral,neutral,True,dynasent_r1
Dr Germaine is a very very nasty man who acts like he is doing you a favor to allow you to be in his presence.,negative,negative,True,dynasent_r1
I expected them to shampoo the seats because of their stupidity but I'm just glad I got out of there alive with no scratches or damage to my truck.,negative,negative,True,dynasent_r1
"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",negative,negative,True,sst_local
Other thoughts: I will be rich one day just so I can enjoy this type of lavish living all the time.,neutral,positive,False,dynasent_r1
"Emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one .",positive,positive,True,sst_local
"But here 's the real damn : It is n't funny , either .",negative,negative,True,sst_local
"A droll , well-acted , character-driven comedy with unexpected deposits of feeling .",positive,positive,True,sst_local
They do alot of expensive exotic vehicles so I'm guessing alot of people with way bigger wallets than me go there.,neutral,neutral,True,dynasent_r1
They then put two chopsticks on the rim of the glass and set the shot just barely on the chopsticks.,neutral,neutral,True,dynasent_r1
The drink was delicious.,positive,positive,True,dynasent_r1
"He got 2 fish sandwiches, 1 a deluxe for me and a regular for him.",neutral,neutral,True,dynasent_r1
Hotel was very old sorta creepy feel.,negative,negative,True,dynasent_r1
"This time out , -LRB- Sade -RRB- is an unsettlingly familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .",negative,neutral,False,sst_local
the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,neutral,negative,False,sst_local
It was rock hard.,negative,negative,True,dynasent_r1
"Though the violence is far less sadistic than usual , the film is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .",positive,positive,True,sst_local
